policy_id,age,gender,marital_status,region,income_bracket,policy_type,policy_tenure,premium_amount,sum_assured,payment_mode,missed_payments,num_claims,agent_contact,loan_on_policy,lapsed
POL02200,53,Female,Divorced,Semi-Urban,Low,Endowment,14,29956,557614,Yearly,0,0,1,0,0
POL02201,56,Male,Divorced,Urban,Medium,Whole Life,14,20819,156521,Quarterly,3,3,0,0,0
POL02202,65,Male,Divorced,Urban,Low,Endowment,8,6528,33586,Quarterly,0,0,0,0,0
POL02203,59,Female,Married,Semi-Urban,High,ULIP,4,25955,158318,Yearly,3,0,0,0,0
POL02204,47,Male,Single,Urban,Low,ULIP,7,49588,414088,Quarterly,1,0,1,0,1
POL02205,32,Female,Divorced,Rural,Medium,Whole Life,19,10049,55262,Quarterly,2,0,1,0,0
POL02206,56,Female,Married,Semi-Urban,Low,ULIP,15,38616,484347,Monthly,2,1,1,0,0
POL02207,29,Male,Married,Semi-Urban,Low,Whole Life,4,25511,247746,Quarterly,0,1,1,0,0
POL02208,67,Male,Single,Rural,Medium,Endowment,19,15119,116525,Yearly,3,1,1,0,0
POL02209,35,Male,Divorced,Urban,Medium,ULIP,9,15357,249570,Quarterly,1,0,1,1,0
POL02210,31,Male,Divorced,Semi-Urban,High,Whole Life,13,21167,170749,Yearly,3,0,0,0,0
POL02211,23,Female,Married,Semi-Urban,Low,Whole Life,14,27253,417354,Quarterly,3,1,1,0,0
POL02212,67,Male,Divorced,Rural,High,Term,14,39889,408422,Yearly,3,1,1,1,0
POL02213,30,Male,Single,Urban,Medium,Whole Life,10,34798,441148,Quarterly,1,0,1,0,0
POL02214,24,Female,Divorced,Semi-Urban,High,Whole Life,16,9681,184016,Quarterly,3,1,1,0,0
POL02215,42,Male,Single,Urban,Low,ULIP,5,19755,109843,Quarterly,2,0,1,0,0
POL02216,47,Male,Married,Semi-Urban,Medium,Term,6,5472,68421,Yearly,0,0,0,0,0
POL02217,29,Male,Single,Urban,Medium,Term,2,37881,674900,Monthly,4,1,1,0,1
POL02218,69,Male,Single,Semi-Urban,Medium,Term,13,18690,258288,Yearly,3,0,0,1,0
POL02219,23,Female,Single,Urban,Low,ULIP,13,30912,282939,Quarterly,2,0,0,0,1
POL02220,27,Female,Single,Urban,Medium,Endowment,19,11473,125803,Yearly,2,0,1,0,0
POL02221,49,Male,Married,Semi-Urban,Low,Whole Life,18,46298,703914,Quarterly,0,0,1,0,0
POL02222,50,Male,Single,Urban,Medium,Term,19,23669,434614,Quarterly,0,1,0,0,0
POL02223,47,Female,Married,Urban,Medium,Term,1,38964,218821,Monthly,4,0,1,0,0
POL02224,46,Male,Divorced,Rural,Medium,ULIP,8,21462,130340,Quarterly,4,3,1,0,0
POL02225,33,Male,Divorced,Rural,High,ULIP,16,25943,256207,Quarterly,4,0,0,0,0
POL02226,26,Male,Divorced,Rural,Low,Term,2,43785,371808,Quarterly,1,1,1,0,0
POL02227,55,Male,Divorced,Rural,Medium,Endowment,8,40420,362727,Monthly,1,0,0,0,0
POL02228,69,Male,Married,Urban,Medium,ULIP,6,15832,131707,Yearly,2,1,1,0,1
POL02229,58,Male,Married,Semi-Urban,Medium,Term,16,10385,82429,Monthly,0,0,0,0,0
POL02230,36,Male,Divorced,Semi-Urban,High,Endowment,11,35362,246096,Yearly,3,0,1,0,0
POL02231,65,Male,Single,Rural,High,ULIP,17,19708,374635,Quarterly,0,1,1,0,0
POL02232,57,Male,Divorced,Semi-Urban,High,Endowment,19,28438,203696,Yearly,1,1,1,1,0
POL02233,36,Female,Divorced,Semi-Urban,High,Term,11,22211,179155,Yearly,2,0,1,0,0
POL02234,64,Female,Divorced,Urban,High,Endowment,8,19571,170149,Yearly,3,0,0,0,0
POL02235,69,Female,Married,Urban,Medium,Term,4,26307,499707,Yearly,4,0,0,0,1
POL02236,44,Male,Divorced,Semi-Urban,High,ULIP,11,16002,261404,Quarterly,4,1,1,0,0
POL02237,27,Male,Divorced,Urban,Medium,Whole Life,8,41153,693242,Monthly,1,1,1,0,0
POL02238,67,Female,Divorced,Rural,Low,Whole Life,9,27440,180318,Yearly,2,0,1,0,0
POL02239,65,Male,Married,Rural,Low,Term,2,6965,122198,Quarterly,0,0,0,0,0
POL02240,64,Female,Divorced,Semi-Urban,Low,Whole Life,16,37556,417731,Quarterly,1,1,1,0,0
POL02241,66,Male,Divorced,Semi-Urban,Medium,Term,6,7427,66414,Quarterly,0,0,1,0,0
POL02242,42,Female,Single,Rural,Medium,Whole Life,19,40609,553754,Quarterly,3,1,1,1,0
POL02243,44,Female,Divorced,Semi-Urban,Low,Whole Life,8,30189,523258,Yearly,0,0,0,0,0
POL02244,64,Female,Married,Semi-Urban,Medium,ULIP,14,30138,502695,Monthly,3,1,1,0,1
POL02245,37,Male,Single,Urban,Low,Term,16,11563,212180,Quarterly,2,0,1,0,0
POL02246,68,Female,Divorced,Urban,High,Endowment,12,19387,366840,Monthly,1,0,1,0,0
POL02247,36,Male,Married,Rural,Medium,ULIP,5,10840,92918,Monthly,0,1,1,0,1
POL02248,46,Male,Single,Rural,High,Endowment,19,20154,228906,Monthly,2,1,1,0,0
POL02249,57,Male,Married,Rural,Low,ULIP,18,29194,152375,Quarterly,2,0,0,0,0
POL02250,32,Male,Single,Rural,High,Term,9,27448,499274,Quarterly,0,0,1,0,0
POL02251,36,Male,Married,Rural,Medium,Endowment,2,35924,262912,Quarterly,4,0,1,0,0
POL02252,25,Male,Single,Urban,Medium,ULIP,12,28528,511282,Monthly,4,1,1,0,0
POL02253,42,Male,Divorced,Semi-Urban,Medium,Whole Life,2,34402,341983,Quarterly,3,0,0,0,1
POL02254,34,Female,Divorced,Rural,Medium,Endowment,10,9352,98401,Quarterly,2,1,1,0,0
POL02255,43,Female,Divorced,Rural,High,ULIP,1,5184,28962,Monthly,1,4,0,0,0
POL02256,40,Female,Divorced,Urban,Medium,ULIP,4,15384,152350,Quarterly,1,3,0,1,1
POL02257,55,Male,Single,Urban,High,Endowment,12,19319,354029,Yearly,2,2,0,0,0
POL02258,35,Male,Single,Urban,Low,Whole Life,9,25449,136997,Yearly,4,0,0,0,1
POL02259,25,Male,Single,Urban,Medium,Endowment,4,46205,512640,Yearly,2,0,1,1,1
POL02260,69,Male,Single,Semi-Urban,Medium,Endowment,9,15426,84395,Yearly,3,1,0,0,1
POL02261,67,Female,Single,Semi-Urban,Medium,Endowment,6,12504,132090,Monthly,2,0,0,0,0
POL02262,48,Male,Single,Urban,High,ULIP,1,38368,291198,Quarterly,0,1,0,1,0
POL02263,50,Female,Divorced,Urban,Medium,Whole Life,10,45572,400271,Yearly,4,0,1,0,0
POL02264,68,Male,Single,Rural,Medium,Endowment,14,43305,786590,Yearly,0,0,1,0,0
POL02265,49,Female,Married,Semi-Urban,Medium,Endowment,18,37094,428092,Quarterly,0,0,0,0,0
POL02266,56,Male,Married,Rural,Medium,Endowment,6,19685,179270,Monthly,2,0,1,0,0
POL02267,29,Female,Married,Urban,Low,Endowment,18,13724,189941,Yearly,2,0,1,1,0
POL02268,37,Male,Single,Rural,Medium,Endowment,16,10084,71915,Quarterly,1,0,1,0,0
POL02269,63,Female,Divorced,Urban,Medium,Endowment,15,39810,353945,Quarterly,0,1,0,0,0
POL02270,57,Male,Married,Semi-Urban,High,Whole Life,16,21741,286844,Yearly,2,0,1,0,0
POL02271,51,Female,Single,Rural,Low,Whole Life,8,21761,186336,Yearly,1,0,0,0,0
POL02272,39,Female,Single,Rural,Medium,Whole Life,13,18336,278467,Quarterly,0,0,1,0,0
POL02273,23,Male,Divorced,Rural,Low,Term,11,25872,320097,Quarterly,1,2,1,1,0
POL02274,34,Female,Single,Semi-Urban,Low,Term,7,18414,305301,Yearly,4,0,0,1,1
POL02275,25,Male,Single,Semi-Urban,Medium,ULIP,17,9797,188334,Yearly,3,0,1,0,0
POL02276,47,Male,Married,Rural,Low,Whole Life,18,8307,55964,Yearly,0,1,1,0,0
POL02277,46,Male,Married,Rural,Medium,Whole Life,19,37568,376430,Yearly,2,1,1,0,0
POL02278,51,Female,Married,Rural,Medium,Whole Life,13,7596,74389,Monthly,4,1,1,0,0
POL02279,32,Female,Married,Urban,Low,Endowment,15,22167,161104,Quarterly,1,1,0,0,0
POL02280,28,Male,Married,Urban,Medium,Endowment,1,27308,468456,Yearly,3,1,1,0,0
POL02281,52,Male,Single,Urban,Low,ULIP,16,29215,479072,Quarterly,0,0,1,0,0
POL02282,65,Female,Single,Semi-Urban,High,Whole Life,5,16795,206013,Yearly,3,1,0,0,0
POL02283,31,Female,Divorced,Rural,Low,Endowment,3,19984,261122,Monthly,4,0,1,0,0
POL02284,60,Female,Married,Urban,Low,Whole Life,10,17134,100973,Quarterly,3,0,0,1,1
POL02285,34,Male,Married,Rural,Medium,Whole Life,19,15782,210415,Monthly,0,0,1,0,0
POL02286,52,Male,Married,Semi-Urban,High,Endowment,5,47002,792929,Quarterly,4,0,1,1,0
POL02287,28,Male,Married,Urban,High,Endowment,7,26651,362651,Monthly,1,1,1,0,0
POL02288,63,Male,Married,Rural,Low,Term,14,29022,260605,Yearly,0,0,0,1,0
POL02289,63,Male,Single,Semi-Urban,Low,Endowment,3,23922,359146,Yearly,3,0,1,0,0
POL02290,57,Female,Single,Semi-Urban,Medium,Term,13,19618,204465,Monthly,0,0,1,0,0
POL02291,41,Male,Married,Urban,High,Endowment,13,22245,293035,Yearly,4,0,1,0,0
POL02292,25,Female,Single,Semi-Urban,Medium,Whole Life,10,23260,286411,Monthly,3,0,0,0,0
POL02293,28,Female,Married,Semi-Urban,Medium,Endowment,2,15027,161053,Monthly,1,0,0,0,0
POL02294,22,Male,Divorced,Urban,Low,ULIP,6,18986,299659,Quarterly,2,0,1,0,0
POL02295,65,Female,Married,Rural,Low,Whole Life,8,8526,155668,Monthly,1,1,1,0,0
POL02296,66,Male,Divorced,Semi-Urban,Medium,ULIP,4,31261,158749,Quarterly,0,0,1,0,0
POL02297,63,Female,Divorced,Rural,Low,Whole Life,12,49361,938068,Monthly,2,0,0,0,0
POL02298,68,Male,Married,Rural,Low,Endowment,15,6622,83918,Quarterly,4,1,1,0,0
POL02299,34,Male,Married,Rural,Low,Endowment,8,43286,671408,Quarterly,3,1,1,0,0
POL02300,43,Female,Married,Urban,Medium,Endowment,7,34533,615874,Yearly,3,0,0,0,0
POL02301,42,Male,Married,Semi-Urban,Low,Term,14,40425,485365,Quarterly,4,2,1,0,0
POL02302,43,Female,Single,Urban,Medium,Endowment,19,23316,408603,Quarterly,0,0,0,0,0
POL02303,49,Male,Single,Rural,High,ULIP,14,13699,104993,Monthly,1,0,1,0,0
POL02304,30,Male,Divorced,Semi-Urban,Low,Term,13,18955,140030,Quarterly,2,2,1,0,1
POL02305,47,Male,Married,Rural,Medium,Endowment,1,36543,543104,Yearly,4,0,1,1,0
POL02306,30,Female,Single,Rural,High,Term,19,40424,729739,Monthly,0,0,1,1,0
POL02307,36,Female,Single,Urban,Medium,Term,1,21673,398488,Quarterly,0,0,0,0,0
POL02308,31,Male,Single,Urban,Low,Whole Life,4,28395,416160,Monthly,2,0,1,0,1
POL02309,45,Female,Divorced,Semi-Urban,Low,Term,10,43626,562004,Monthly,4,1,1,0,0
POL02310,63,Male,Single,Semi-Urban,Medium,Term,3,28707,286234,Monthly,1,0,1,1,1
POL02311,29,Female,Married,Rural,Medium,Whole Life,9,24213,476996,Monthly,1,1,1,0,0
POL02312,45,Female,Single,Rural,Low,Endowment,3,15401,150859,Monthly,4,0,1,0,0
POL02313,37,Male,Married,Rural,High,ULIP,6,26196,423400,Quarterly,3,0,1,1,0
POL02314,47,Male,Single,Urban,Medium,Term,6,30976,402060,Monthly,1,0,1,1,0
POL02315,48,Male,Married,Semi-Urban,Low,ULIP,12,13758,194368,Monthly,3,1,1,1,0
POL02316,58,Male,Divorced,Urban,Medium,Term,1,6473,70569,Yearly,4,0,0,0,1
POL02317,25,Male,Single,Urban,Low,ULIP,16,18281,355973,Yearly,0,0,1,1,1
POL02318,45,Female,Single,Rural,Medium,Whole Life,5,37548,509722,Monthly,4,0,1,1,0
POL02319,40,Female,Divorced,Rural,Low,Term,9,23371,445610,Quarterly,0,0,0,0,0
POL02320,57,Male,Divorced,Rural,Medium,Term,10,33363,170614,Yearly,4,0,1,1,0
POL02321,60,Male,Divorced,Urban,Low,Endowment,13,17057,231805,Yearly,3,0,1,0,0
POL02322,31,Male,Married,Rural,Medium,Endowment,15,45441,716050,Monthly,3,0,0,0,0
POL02323,46,Female,Married,Urban,Low,Term,12,24644,398646,Quarterly,4,0,1,0,1
POL02324,39,Male,Single,Urban,Medium,Whole Life,5,33123,615248,Quarterly,0,3,0,0,0
POL02325,40,Male,Married,Urban,Low,ULIP,5,28874,146276,Yearly,4,1,1,0,0
POL02326,57,Female,Single,Semi-Urban,Low,Endowment,18,28123,140754,Yearly,0,1,0,1,0
POL02327,31,Female,Divorced,Urban,Low,Endowment,12,19281,232990,Yearly,3,1,0,0,0
POL02328,54,Female,Single,Rural,Low,Endowment,3,8251,44880,Yearly,2,1,1,1,0
POL02329,26,Female,Divorced,Rural,Medium,Endowment,7,27289,535355,Yearly,1,2,1,0,0
POL02330,68,Male,Divorced,Semi-Urban,High,Whole Life,17,10054,83759,Monthly,3,0,0,0,0
POL02331,56,Female,Single,Rural,Medium,Term,19,39484,477360,Monthly,4,0,1,1,0
POL02332,65,Female,Married,Rural,High,ULIP,18,46972,277936,Monthly,4,0,1,0,0
POL02333,55,Male,Married,Rural,Low,Endowment,1,6310,80961,Yearly,0,0,1,1,0
POL02334,54,Male,Single,Semi-Urban,Low,Whole Life,5,34146,365339,Monthly,1,0,0,0,0
POL02335,42,Male,Married,Urban,Medium,Whole Life,2,34312,194545,Yearly,3,1,1,1,0
POL02336,38,Female,Divorced,Semi-Urban,High,Endowment,1,35981,360776,Quarterly,1,1,1,0,1
POL02337,43,Male,Divorced,Semi-Urban,Medium,ULIP,7,9257,100637,Quarterly,1,2,0,0,0
POL02338,69,Female,Married,Rural,Medium,Endowment,11,20846,413768,Monthly,3,1,0,1,1
POL02339,58,Female,Married,Rural,Low,Whole Life,11,27483,223114,Quarterly,0,2,1,0,0
POL02340,36,Female,Divorced,Semi-Urban,Low,ULIP,18,31558,415672,Quarterly,0,0,1,1,0
POL02341,56,Male,Single,Urban,Medium,Whole Life,17,48188,954591,Quarterly,0,0,1,1,0
POL02342,49,Female,Married,Semi-Urban,Medium,Term,2,18012,304047,Monthly,2,2,1,0,1
POL02343,28,Male,Married,Urban,Low,Whole Life,7,38236,760915,Quarterly,1,1,1,0,0
POL02344,53,Male,Single,Rural,High,Endowment,7,43673,852692,Monthly,2,1,1,0,0
POL02345,32,Male,Divorced,Semi-Urban,High,ULIP,10,33931,418813,Yearly,0,0,0,0,0
POL02346,31,Female,Single,Urban,High,Endowment,3,37076,572662,Yearly,3,0,0,0,1
POL02347,30,Female,Single,Semi-Urban,High,Term,12,19801,131808,Monthly,1,1,0,0,0
POL02348,35,Female,Single,Semi-Urban,Low,ULIP,3,14628,169936,Monthly,3,0,0,1,0
POL02349,34,Male,Married,Rural,High,ULIP,11,13728,235233,Quarterly,4,2,0,0,0
POL02350,46,Female,Divorced,Urban,Medium,ULIP,12,22335,280974,Yearly,1,0,0,0,0
POL02351,23,Female,Divorced,Urban,High,Whole Life,4,48773,757956,Quarterly,3,0,1,0,0
POL02352,56,Female,Married,Urban,Low,Endowment,16,33570,543373,Yearly,0,1,0,0,0
POL02353,28,Female,Single,Urban,Medium,ULIP,18,27459,241695,Quarterly,2,1,1,0,0
POL02354,42,Female,Married,Urban,Low,ULIP,4,45658,828030,Quarterly,3,0,1,0,0
POL02355,39,Male,Single,Rural,Low,ULIP,6,12077,143684,Yearly,4,0,0,1,0
POL02356,24,Male,Single,Semi-Urban,High,Term,15,6971,56833,Quarterly,0,1,0,0,0
POL02357,63,Male,Single,Rural,High,ULIP,1,38959,700531,Yearly,4,1,0,0,0
POL02358,60,Male,Single,Semi-Urban,Medium,Whole Life,3,45533,513033,Monthly,2,1,1,0,0
POL02359,62,Female,Married,Urban,Medium,Whole Life,5,48022,780582,Quarterly,4,0,1,1,0
POL02360,32,Male,Single,Rural,Medium,ULIP,17,8046,106372,Yearly,3,2,1,1,0
POL02361,60,Female,Married,Semi-Urban,Medium,Whole Life,14,49518,531232,Yearly,3,0,1,0,0
POL02362,45,Male,Single,Semi-Urban,Medium,Whole Life,9,17703,303573,Quarterly,0,0,1,0,0
POL02363,67,Male,Married,Semi-Urban,Medium,ULIP,3,13043,179563,Yearly,2,1,1,0,1
POL02364,40,Male,Divorced,Urban,Medium,Whole Life,13,42676,463394,Quarterly,2,2,0,0,0
POL02365,25,Female,Married,Rural,High,Term,3,48395,321534,Quarterly,1,2,0,0,0
POL02366,47,Female,Divorced,Semi-Urban,Medium,ULIP,11,7804,143840,Monthly,1,0,1,0,1
POL02367,59,Male,Married,Urban,Medium,Endowment,2,15176,83954,Monthly,3,1,1,0,0
POL02368,63,Female,Divorced,Rural,High,Whole Life,15,8936,160381,Monthly,4,0,0,0,1
POL02369,53,Male,Married,Semi-Urban,High,ULIP,13,36174,376188,Quarterly,4,0,0,0,1
POL02370,60,Male,Single,Urban,High,Endowment,19,22096,322382,Quarterly,0,0,1,0,0
POL02371,66,Male,Divorced,Semi-Urban,Medium,Term,16,28232,531693,Yearly,2,1,0,0,0
POL02372,67,Female,Single,Urban,Medium,Term,18,47641,346616,Monthly,3,0,1,0,1
POL02373,57,Male,Divorced,Rural,Low,ULIP,7,30909,417403,Monthly,4,1,0,1,1
POL02374,61,Male,Single,Semi-Urban,Low,ULIP,13,49158,809459,Yearly,1,1,0,0,0
POL02375,58,Male,Single,Urban,Medium,Term,4,13366,218717,Monthly,3,1,1,0,0
POL02376,54,Female,Married,Urban,Low,Term,9,24589,316816,Monthly,0,0,1,1,1
POL02377,57,Male,Single,Urban,Medium,Term,10,11506,165353,Monthly,3,1,0,0,1
POL02378,24,Female,Divorced,Rural,High,Endowment,9,33842,553753,Yearly,4,2,1,0,0
POL02379,30,Male,Divorced,Urban,High,Endowment,7,22458,395606,Monthly,0,1,0,0,0
POL02380,29,Female,Divorced,Semi-Urban,Low,ULIP,15,26831,440758,Quarterly,1,0,1,0,0
POL02381,54,Male,Married,Rural,Medium,Endowment,8,13783,142103,Monthly,1,1,0,0,0
POL02382,27,Male,Married,Semi-Urban,High,Whole Life,19,16170,322605,Quarterly,4,1,1,1,1
POL02383,62,Female,Divorced,Urban,Medium,Term,11,19609,225847,Monthly,0,1,1,0,0
POL02384,60,Female,Single,Urban,High,ULIP,5,45090,241996,Quarterly,1,0,0,0,1
POL02385,25,Male,Married,Semi-Urban,High,Endowment,2,49942,521357,Monthly,0,1,0,0,0
POL02386,34,Female,Single,Semi-Urban,Medium,ULIP,10,28035,193910,Quarterly,3,1,1,0,0
POL02387,23,Male,Married,Rural,Medium,Endowment,16,21208,144673,Quarterly,2,0,1,1,0
POL02388,26,Male,Married,Urban,Medium,ULIP,13,40178,370562,Monthly,2,1,1,0,0
POL02389,65,Male,Married,Rural,Medium,Term,8,18636,108100,Yearly,2,0,0,0,1
POL02390,48,Female,Married,Urban,Medium,Term,9,14039,215185,Monthly,1,2,1,0,0
POL02391,53,Male,Divorced,Semi-Urban,Medium,Term,11,19990,122135,Yearly,4,0,1,0,0
POL02392,42,Female,Married,Rural,High,Endowment,11,11441,92092,Yearly,2,4,0,0,0
POL02393,29,Male,Married,Urban,Low,ULIP,16,13685,87494,Yearly,4,2,1,0,1
POL02394,59,Female,Divorced,Semi-Urban,High,ULIP,10,18778,111682,Yearly,2,0,1,0,0
POL02395,29,Female,Divorced,Rural,Medium,ULIP,12,31862,287276,Yearly,3,0,1,0,0
POL02396,24,Male,Divorced,Rural,High,Whole Life,6,32273,438218,Yearly,2,1,1,0,0
POL02397,65,Female,Divorced,Rural,Low,Endowment,12,33413,650560,Monthly,4,0,0,1,0
POL02398,24,Male,Single,Semi-Urban,Low,Term,10,47500,861334,Quarterly,1,0,0,1,1
POL02399,43,Male,Divorced,Rural,Medium,Term,18,8956,162452,Quarterly,3,0,1,0,0
POL02400,27,Male,Divorced,Urban,Medium,ULIP,18,11553,88276,Monthly,4,0,1,0,0
POL02401,23,Male,Divorced,Semi-Urban,Low,ULIP,4,28253,253531,Monthly,0,1,1,0,0
POL02402,44,Male,Single,Rural,High,Whole Life,9,28915,177708,Monthly,2,3,0,0,1
POL02403,65,Female,Divorced,Semi-Urban,Medium,Endowment,7,7365,122826,Yearly,3,0,1,1,0
POL02404,23,Male,Single,Urban,High,ULIP,18,11668,70559,Yearly,1,0,1,0,0
POL02405,59,Female,Married,Rural,Medium,ULIP,8,10000,133504,Quarterly,0,0,1,0,0
POL02406,38,Female,Single,Semi-Urban,Low,Endowment,11,8675,75629,Monthly,2,1,1,0,1
POL02407,56,Male,Divorced,Semi-Urban,Medium,ULIP,7,17907,154925,Quarterly,3,0,0,0,0
POL02408,55,Female,Single,Urban,High,Term,9,22336,443612,Quarterly,4,2,1,0,0
POL02409,44,Male,Single,Urban,Medium,Endowment,8,24684,403625,Yearly,2,1,1,0,0
POL02410,51,Female,Single,Semi-Urban,Low,Term,3,33311,584744,Yearly,3,0,0,0,1
POL02411,29,Female,Single,Rural,High,Whole Life,17,20136,273441,Quarterly,2,0,0,0,0
POL02412,43,Female,Single,Rural,Low,ULIP,2,48923,883804,Yearly,3,1,0,1,0
POL02413,65,Male,Single,Semi-Urban,Medium,ULIP,15,17219,252815,Yearly,4,0,1,0,0
POL02414,57,Female,Single,Urban,Medium,Endowment,14,8247,158281,Yearly,2,1,1,0,0
POL02415,26,Male,Single,Rural,Medium,Whole Life,18,9415,86807,Quarterly,3,3,1,0,0
POL02416,34,Female,Married,Rural,Low,Endowment,16,11472,159802,Quarterly,0,0,0,0,1
POL02417,50,Female,Married,Urban,High,Whole Life,4,27380,420336,Quarterly,1,2,1,0,0
POL02418,52,Female,Divorced,Urban,High,Endowment,6,42616,464261,Monthly,3,0,0,0,0
POL02419,68,Female,Divorced,Urban,Medium,Endowment,6,32280,587354,Quarterly,3,0,1,0,0
POL02420,37,Male,Divorced,Semi-Urban,Low,ULIP,11,26859,529042,Yearly,3,1,1,1,0
POL02421,63,Male,Divorced,Semi-Urban,Low,ULIP,17,38805,481435,Quarterly,2,0,0,1,1
POL02422,51,Female,Divorced,Semi-Urban,Low,Whole Life,3,13262,144020,Monthly,1,1,1,1,0
POL02423,37,Female,Divorced,Urban,Medium,Term,13,16066,194062,Yearly,2,1,0,0,1
POL02424,33,Male,Married,Semi-Urban,Medium,Term,3,20554,365677,Quarterly,3,0,0,1,1
POL02425,38,Male,Married,Urban,Low,Endowment,16,12008,176301,Quarterly,3,0,1,0,1
POL02426,37,Male,Married,Semi-Urban,Medium,ULIP,15,27315,154919,Yearly,1,0,0,0,0
POL02427,33,Male,Single,Semi-Urban,Medium,Endowment,11,20263,266104,Quarterly,0,0,1,0,1
POL02428,29,Female,Single,Rural,High,Whole Life,18,21238,111701,Monthly,2,0,0,0,0
POL02429,41,Female,Divorced,Urban,Medium,Endowment,15,43410,723993,Yearly,0,0,1,1,0
POL02430,24,Male,Married,Rural,Medium,Endowment,5,21489,213271,Quarterly,3,1,0,0,0
POL02431,37,Male,Divorced,Urban,Medium,Endowment,16,22153,267610,Yearly,3,2,1,0,0
POL02432,51,Male,Married,Semi-Urban,Medium,Whole Life,16,48152,817629,Quarterly,4,0,0,0,0
POL02433,66,Male,Married,Semi-Urban,Medium,Whole Life,17,29283,166817,Quarterly,4,0,1,0,0
POL02434,44,Male,Divorced,Semi-Urban,Medium,Endowment,9,16687,123118,Yearly,0,0,1,0,0
POL02435,49,Male,Divorced,Urban,Medium,ULIP,3,27998,307121,Quarterly,4,0,1,0,0
POL02436,61,Female,Single,Urban,Medium,Whole Life,13,33887,286307,Quarterly,1,0,1,1,0
POL02437,26,Female,Married,Semi-Urban,High,Term,3,9355,94191,Yearly,0,1,0,0,0
POL02438,41,Female,Single,Rural,Medium,Endowment,7,38701,772960,Quarterly,4,0,0,0,0
POL02439,61,Male,Single,Semi-Urban,Medium,ULIP,6,46534,808817,Quarterly,4,0,0,0,1
POL02440,65,Male,Single,Semi-Urban,Medium,Whole Life,9,10906,199127,Yearly,1,1,0,0,0
POL02441,22,Male,Single,Semi-Urban,Low,Endowment,12,17572,334848,Monthly,1,1,1,0,0
POL02442,51,Female,Married,Semi-Urban,Medium,ULIP,15,17279,174760,Monthly,0,1,0,0,0
POL02443,42,Male,Married,Rural,High,Term,3,48491,458538,Monthly,2,2,1,0,0
POL02444,41,Male,Single,Rural,Medium,Whole Life,10,15611,132864,Monthly,1,0,1,0,0
POL02445,27,Female,Married,Rural,Low,Whole Life,1,13261,231427,Monthly,4,0,0,0,1
POL02446,43,Male,Single,Urban,Medium,Term,19,9474,143941,Monthly,0,1,1,0,0
POL02447,39,Female,Divorced,Semi-Urban,Low,Whole Life,19,30878,263777,Yearly,2,0,1,0,0
POL02448,29,Female,Single,Urban,Medium,ULIP,13,33390,355767,Yearly,0,0,1,0,0
POL02449,60,Male,Divorced,Semi-Urban,Low,Whole Life,12,31925,402276,Yearly,4,0,1,0,0
POL02450,53,Female,Single,Rural,Medium,Endowment,1,21638,279608,Quarterly,2,1,0,0,0
POL02451,54,Male,Single,Semi-Urban,Medium,Term,19,28471,521899,Monthly,2,0,0,0,0
POL02452,37,Female,Married,Rural,Medium,Endowment,16,9787,104804,Monthly,1,0,1,0,0
POL02453,33,Male,Divorced,Semi-Urban,Medium,Whole Life,15,12862,239591,Yearly,3,0,0,0,0
POL02454,59,Female,Married,Semi-Urban,Low,Endowment,16,48724,566197,Quarterly,4,0,1,0,0
POL02455,55,Male,Single,Rural,Medium,ULIP,11,15663,253671,Quarterly,3,0,1,1,0
POL02456,35,Female,Divorced,Semi-Urban,Medium,Endowment,6,21120,400304,Yearly,4,0,0,0,0
POL02457,57,Female,Single,Rural,Low,ULIP,11,27740,516342,Monthly,0,0,1,0,0
POL02458,54,Female,Divorced,Rural,Medium,ULIP,3,41510,243011,Quarterly,3,3,1,0,1
POL02459,44,Male,Divorced,Semi-Urban,Medium,ULIP,15,7035,56881,Monthly,2,1,0,0,0
POL02460,66,Male,Single,Rural,Low,Term,1,39735,482922,Quarterly,1,0,0,0,0
POL02461,23,Female,Single,Urban,Low,Endowment,7,6852,78615,Monthly,4,0,0,0,0
POL02462,62,Male,Married,Urban,Low,ULIP,1,48315,706045,Quarterly,1,2,0,0,0
POL02463,42,Female,Married,Semi-Urban,Medium,ULIP,17,44386,850907,Monthly,4,0,0,1,1
POL02464,23,Male,Single,Rural,Low,Endowment,9,13303,88944,Monthly,2,2,0,1,1
POL02465,48,Female,Married,Urban,Low,Whole Life,13,49118,578505,Monthly,2,0,0,0,0
POL02466,30,Male,Married,Urban,Medium,Term,11,5164,40724,Yearly,2,0,1,1,0
POL02467,22,Female,Single,Rural,High,ULIP,6,44726,823477,Monthly,2,0,0,0,0
POL02468,32,Female,Divorced,Urban,Medium,Whole Life,1,39905,776898,Monthly,2,2,0,0,0
POL02469,24,Female,Single,Urban,High,Whole Life,7,15215,185326,Quarterly,1,0,1,0,0
POL02470,44,Female,Married,Semi-Urban,Low,Whole Life,12,35694,234158,Quarterly,0,2,1,0,0
POL02471,47,Male,Single,Semi-Urban,Low,ULIP,19,36253,608304,Yearly,3,0,0,0,1
POL02472,25,Female,Single,Rural,Low,ULIP,17,29230,451811,Quarterly,1,2,1,0,0
POL02473,39,Male,Divorced,Rural,High,ULIP,4,21925,226267,Monthly,3,1,0,0,0
POL02474,27,Male,Divorced,Urban,Medium,Endowment,3,11033,202026,Yearly,0,2,0,0,0
